incident_id,date,city,area_type,drug_type,crime_type,quantity_seized_g,offender_age,offender_gender,prior_offenses,repeat_offender,arrest_made,risk_level
DC01953,2023-12-09,Hyderabad,Rural/Outskirts,Methamphetamine,Possession,1.31,14,Male,0,0,0,Low
DC03659,2023-12-09,Kolkata,Urban Residential,Cannabis,Possession,119.1,35,Male,0,0,1,Low
DC00402,2023-12-09,Jaipur,Educational Zone,Prescription Drugs,Public Consumption,10.23,21,Male,1,0,1,Low
DC01160,2023-12-09,Chennai,Industrial Area,Cannabis,Possession,3.93,34,Male,1,0,0,Low
DC03160,2023-12-09,Delhi,Commercial Zone,Other Synthetic,Public Consumption,25.65,18,Male,1,0,1,Low
DC01865,2023-12-10,Lucknow,Nightlife District,Other Synthetic,Public Consumption,3.23,28,Male,2,1,1,Low
DC02616,2023-12-10,Chennai,Urban Residential,Cocaine,Possession,0.94,26,Female,0,0,1,Low
DC04195,2023-12-10,Kolkata,Industrial Area,Heroin,Possession,18.26,14,Male,1,0,1,Low
DC02617,2023-12-11,Delhi,Commercial Zone,Heroin,Distribution,1.67,40,Male,2,1,0,Medium
DC00655,2023-12-11,Bengaluru,Nightlife District,Cannabis,Distribution,167.54,26,Male,0,0,1,Medium
DC03981,2023-12-11,Ahmedabad,Educational Zone,Cannabis,Possession,49.79,33,Male,1,0,1,Low
DC00249,2023-12-11,Lucknow,Commercial Zone,Cannabis,Possession,129.1,27,Male,6,1,1,High
DC03169,2023-12-11,Pune,Industrial Area,MDMA,Public Consumption,9.39,46,Male,2,1,1,Low
DC01750,2023-12-12,Mumbai,Urban Residential,Methamphetamine,Possession,20.27,28,Female,1,0,1,Low
DC00760,2023-12-12,Pune,Industrial Area,Cannabis,Distribution,50.66,22,Male,0,0,0,Medium
DC03633,2023-12-12,Bengaluru,Nightlife District,MDMA,Possession,5.01,26,Male,1,0,1,Low
DC03959,2023-12-12,Chennai,Rural/Outskirts,Cannabis,Public Consumption,16.4,18,Male,1,0,0,Low
DC04238,2023-12-12,Pune,Commercial Zone,Cocaine,Possession,43.3,14,Male,1,0,1,Low
DC00119,2023-12-13,Jaipur,Commercial Zone,Other Synthetic,Distribution,7.94,45,Male,2,1,1,Medium
DC03171,2023-12-13,Kolkata,Commercial Zone,MDMA,Possession,9.54,38,Male,1,0,0,Low
DC01851,2023-12-13,Delhi,Urban Residential,Heroin,Possession,6.11,27,Male,1,0,1,Low
DC02747,2023-12-13,Hyderabad,Commercial Zone,Cannabis,Distribution,162.18,27,Male,2,1,1,High
DC04983,2023-12-13,Kolkata,Nightlife District,MDMA,Distribution,22.21,20,Female,3,1,1,Medium
DC04566,2023-12-13,Jaipur,Commercial Zone,Other Synthetic,Distribution,6.78,39,Male,2,1,0,Medium
DC03357,2023-12-14,Kolkata,Urban Residential,Heroin,Possession,11.66,16,Female,1,0,1,Low
DC02370,2023-12-14,Pune,Industrial Area,Methamphetamine,Public Consumption,26.51,37,Female,3,1,1,Medium
DC00599,2023-12-14,Mumbai,Rural/Outskirts,Cannabis,Public Consumption,12.06,25,Male,0,0,0,Low
DC01844,2023-12-14,Kolkata,Industrial Area,Heroin,Public Consumption,27.7,17,Male,1,0,0,Low
DC04174,2023-12-14,Hyderabad,Urban Residential,Cannabis,Possession,73.24,20,Male,1,0,1,Low
DC03289,2023-12-15,Jaipur,Commercial Zone,Prescription Drugs,Public Consumption,8.15,20,Female,3,1,0,Medium
DC04321,2023-12-15,Hyderabad,Urban Residential,Cocaine,Possession,5.82,19,Female,1,0,1,Low
DC04679,2023-12-15,Kolkata,Urban Residential,Methamphetamine,Distribution,26.36,14,Female,1,0,1,Medium
DC02764,2023-12-16,Bengaluru,Educational Zone,Cannabis,Possession,188.84,30,Male,1,0,1,Medium
DC02223,2023-12-16,Chennai,Nightlife District,MDMA,Possession,4.3,35,Female,0,0,0,Low
DC04280,2023-12-17,Delhi,Rural/Outskirts,Prescription Drugs,Possession,16.21,23,Male,0,0,1,Low
DC02483,2023-12-17,Lucknow,Urban Residential,MDMA,Possession,18.72,33,Male,3,1,1,Low
DC04698,2023-12-17,Bengaluru,Commercial Zone,Prescription Drugs,Possession,2.06,26,Male,1,0,1,Low
DC02448,2023-12-17,Mumbai,Nightlife District,MDMA,Public Consumption,12.2,15,Male,2,1,0,Low
DC01227,2023-12-17,Delhi,Urban Residential,Cannabis,Possession,8.65,25,Male,5,1,0,Medium
DC02566,2023-12-17,Delhi,Urban Residential,Prescription Drugs,Possession,23.57,40,Male,1,0,0,Low
DC01838,2023-12-17,Delhi,Nightlife District,Methamphetamine,Possession,5.69,15,Male,2,1,1,Low
DC02358,2023-12-17,Chennai,Educational Zone,Heroin,Possession,3.33,45,Female,1,0,0,Low
DC01494,2023-12-18,Chennai,Industrial Area,Cannabis,Public Consumption,17.65,18,Male,0,0,1,Low
DC04066,2023-12-18,Mumbai,Urban Residential,Prescription Drugs,Possession,13.73,36,Female,0,0,1,Low
DC02801,2023-12-18,Pune,Commercial Zone,MDMA,Possession,3.91,20,Female,1,0,1,Low
DC02614,2023-12-18,Pune,Industrial Area,Cannabis,Distribution,3.87,28,Female,1,0,0,Low
DC03562,2023-12-18,Ahmedabad,Urban Residential,Heroin,Trafficking,53.39,24,Male,1,0,0,Medium
DC00682,2023-12-18,Delhi,Industrial Area,Cannabis,Possession,23.6,21,Female,1,0,1,Low
DC02266,2023-12-18,Kolkata,Rural/Outskirts,Cannabis,Distribution,50.44,31,Female,1,0,0,Medium
DC04568,2023-12-18,Mumbai,Nightlife District,MDMA,Possession,19.12,17,Male,4,1,1,Medium
DC00617,2023-12-19,Chennai,Commercial Zone,Cannabis,Distribution,8.09,21,Male,1,0,1,Low
DC01707,2023-12-19,Kolkata,Urban Residential,Cannabis,Possession,5.02,32,Male,2,1,0,Low
DC02251,2023-12-19,Chennai,Commercial Zone,Cocaine,Public Consumption,4.05,27,Male,1,0,0,Low
DC04818,2023-12-20,Ahmedabad,Industrial Area,Cannabis,Distribution,15.29,39,Female,2,1,1,Medium
DC01254,2023-12-20,Mumbai,Urban Residential,Cannabis,Public Consumption,4.05,27,Male,4,1,1,Medium
DC04617,2023-12-20,Ahmedabad,Commercial Zone,MDMA,Possession,7.0,28,Male,2,1,1,Low
DC03007,2023-12-20,Jaipur,Nightlife District,Heroin,Possession,6.13,42,Male,3,1,1,Low
DC01142,2023-12-21,Delhi,Urban Residential,Cannabis,Distribution,20.33,21,Male,4,1,0,Medium
DC03865,2023-12-21,Mumbai,Industrial Area,MDMA,Possession,20.79,32,Male,1,0,1,Low
DC02819,2023-12-22,Chennai,Urban Residential,MDMA,Distribution,8.99,14,Female,0,0,0,Low
DC03905,2023-12-22,Ahmedabad,Educational Zone,Cocaine,Possession,34.4,39,Female,0,0,1,Low
DC01357,2023-12-23,Jaipur,Industrial Area,Prescription Drugs,Trafficking,130.97,22,Female,1,0,1,High
DC03765,2023-12-23,Bengaluru,Educational Zone,Methamphetamine,Possession,12.51,29,Male,2,1,0,Low
DC00553,2023-12-24,Hyderabad,Rural/Outskirts,Prescription Drugs,Possession,30.03,32,Female,2,1,1,Low
DC02488,2023-12-24,Ahmedabad,Rural/Outskirts,Cannabis,Trafficking,120.83,28,Male,2,1,1,High
DC00683,2023-12-24,Mumbai,Urban Residential,Cocaine,Possession,18.92,58,Female,2,1,0,Low
DC04595,2023-12-24,Bengaluru,Commercial Zone,Cannabis,Public Consumption,1.53,31,Male,1,0,0,Low
DC04585,2023-12-25,Kolkata,Urban Residential,Heroin,Possession,0.93,31,Male,1,0,1,Low
DC04592,2023-12-25,Mumbai,Urban Residential,Cocaine,Possession,21.21,16,Male,1,0,1,Low
DC01319,2023-12-26,Chennai,Commercial Zone,MDMA,Possession,17.84,22,Male,1,0,1,Low
DC00574,2023-12-26,Kolkata,Rural/Outskirts,Methamphetamine,Possession,15.26,28,Male,1,0,1,Low
DC04812,2023-12-27,Ahmedabad,Industrial Area,Heroin,Possession,27.6,22,Male,0,0,0,Low
DC03017,2023-12-27,Pune,Industrial Area,Methamphetamine,Public Consumption,8.45,50,Male,1,0,1,Low
DC01421,2023-12-27,Delhi,Urban Residential,Cannabis,Possession,35.38,27,Male,1,0,1,Low
DC04879,2023-12-28,Delhi,Industrial Area,Prescription Drugs,Possession,49.5,24,Female,3,1,1,Medium
DC01257,2023-12-28,Mumbai,Commercial Zone,Cannabis,Distribution,32.43,26,Male,1,0,1,Medium
DC00963,2023-12-28,Delhi,Educational Zone,MDMA,Possession,12.42,29,Male,1,0,0,Low
DC01499,2023-12-29,Delhi,Urban Residential,Prescription Drugs,Possession,6.34,34,Male,3,1,1,Low
DC03806,2023-12-29,Lucknow,Educational Zone,MDMA,Distribution,1.64,32,Male,0,0,0,Low
DC00546,2023-12-29,Delhi,Commercial Zone,Cannabis,Possession,113.71,14,Male,2,1,0,Medium
DC01433,2023-12-29,Bengaluru,Industrial Area,Prescription Drugs,Distribution,61.9,39,Male,2,1,0,Medium
DC04125,2023-12-29,Pune,Urban Residential,Prescription Drugs,Possession,21.74,37,Female,1,0,0,Low
DC00725,2023-12-29,Hyderabad,Nightlife District,Heroin,Public Consumption,21.46,32,Male,0,0,0,Low
DC04567,2023-12-29,Delhi,Urban Residential,Cocaine,Public Consumption,3.34,22,Male,1,0,1,Low
DC02694,2023-12-30,Bengaluru,Commercial Zone,Cannabis,Trafficking,131.68,22,Male,2,1,1,High
DC04464,2023-12-31,Mumbai,Urban Residential,Cannabis,Possession,27.56,46,Male,0,0,1,Low
DC02296,2023-12-31,Chennai,Urban Residential,Cannabis,Trafficking,83.13,14,Male,3,1,1,High
DC04965,2023-12-31,Bengaluru,Commercial Zone,Cocaine,Distribution,12.04,35,Male,1,0,1,Medium
DC00741,2023-12-31,Bengaluru,Urban Residential,Heroin,Public Consumption,21.08,29,Male,1,0,0,Low
DC04769,2023-12-31,Kolkata,Commercial Zone,Cannabis,Possession,97.22,29,Male,1,0,1,Low
DC02504,2023-12-31,Lucknow,Educational Zone,Cannabis,Possession,19.92,38,Male,0,0,1,Low
DC03260,2023-12-31,Jaipur,Nightlife District,Prescription Drugs,Public Consumption,22.82,24,Male,2,1,1,Low
DC04766,2024-01-01,Lucknow,Educational Zone,Methamphetamine,Public Consumption,4.45,25,Male,0,0,1,Low
DC01554,2024-01-01,Jaipur,Educational Zone,Cocaine,Trafficking,81.09,18,Male,3,1,1,High
DC04880,2024-01-01,Ahmedabad,Industrial Area,Other Synthetic,Distribution,9.39,45,Male,1,0,0,Low
DC02890,2024-01-01,Ahmedabad,Nightlife District,Prescription Drugs,Possession,57.56,38,Male,2,1,0,Low
DC00127,2024-01-02,Ahmedabad,Industrial Area,Cannabis,Possession,14.71,21,Male,1,0,0,Low
DC01275,2024-01-02,Bengaluru,Nightlife District,Cannabis,Distribution,152.63,23,Male,2,1,1,High
DC04094,2024-01-02,Lucknow,Urban Residential,MDMA,Public Consumption,24.89,18,Male,3,1,1,Medium
DC01904,2024-01-03,Chennai,Urban Residential,Cannabis,Possession,174.7,14,Male,0,0,0,Medium
DC04836,2024-01-04,Chennai,Urban Residential,Prescription Drugs,Possession,2.62,30,Female,2,1,1,Low
DC04250,2024-01-04,Lucknow,Urban Residential,Methamphetamine,Public Consumption,2.61,38,Male,2,1,0,Low
DC03244,2024-01-04,Kolkata,Nightlife District,Cocaine,Distribution,23.21,18,Male,1,0,0,Medium
DC00839,2024-01-05,Hyderabad,Commercial Zone,MDMA,Public Consumption,3.76,39,Male,2,1,1,Low
DC02599,2024-01-05,Delhi,Nightlife District,Methamphetamine,Possession,29.69,26,Female,1,0,0,Low
DC02856,2024-01-05,Bengaluru,Rural/Outskirts,MDMA,Possession,6.23,23,Male,1,0,1,Low
DC03670,2024-01-05,Bengaluru,Urban Residential,Methamphetamine,Possession,11.95,26,Male,1,0,0,Low
DC03112,2024-01-05,Mumbai,Urban Residential,Cocaine,Possession,19.29,14,Male,1,0,1,Low
DC03001,2024-01-06,Kolkata,Urban Residential,Cannabis,Possession,37.75,46,Female,1,0,1,Low
DC01465,2024-01-07,Lucknow,Urban Residential,Heroin,Public Consumption,27.29,36,Male,1,0,1,Low
DC03002,2024-01-07,Ahmedabad,Urban Residential,Other Synthetic,Possession,9.82,38,Male,1,0,0,Low
DC04923,2024-01-07,Hyderabad,Industrial Area,Prescription Drugs,Possession,11.42,28,Male,1,0,1,Low
DC03573,2024-01-07,Ahmedabad,Urban Residential,Cocaine,Possession,11.43,24,Male,2,1,1,Low
DC01848,2024-01-08,Mumbai,Urban Residential,Cocaine,Public Consumption,20.65,19,Male,1,0,0,Low
DC00757,2024-01-08,Kolkata,Nightlife District,Methamphetamine,Public Consumption,18.75,31,Female,1,0,0,Low
DC03353,2024-01-08,Jaipur,Educational Zone,Cannabis,Public Consumption,45.17,20,Male,2,1,0,Medium
DC00815,2024-01-08,Jaipur,Commercial Zone,Methamphetamine,Distribution,35.53,39,Male,2,1,0,Medium
DC01776,2024-01-08,Delhi,Urban Residential,Cannabis,Distribution,234.85,41,Male,1,0,1,High
DC04037,2024-01-08,Lucknow,Industrial Area,Cannabis,Public Consumption,11.82,18,Male,2,1,0,Low
DC02320,2024-01-08,Bengaluru,Rural/Outskirts,Methamphetamine,Possession,8.31,35,Female,1,0,0,Low
DC00140,2024-01-08,Lucknow,Industrial Area,Cocaine,Possession,18.71,25,Female,2,1,0,Low
DC01445,2024-01-09,Jaipur,Industrial Area,Cannabis,Possession,39.1,14,Female,2,1,1,Low
DC04001,2024-01-09,Hyderabad,Rural/Outskirts,Methamphetamine,Possession,2.07,29,Male,1,0,1,Low
DC04608,2024-01-09,Mumbai,Urban Residential,MDMA,Public Consumption,1.22,19,Male,1,0,1,Low
DC02352,2024-01-09,Jaipur,Urban Residential,Cannabis,Public Consumption,1.51,24,Male,1,0,1,Low
DC00081,2024-01-10,Ahmedabad,Commercial Zone,Cannabis,Possession,16.07,41,Female,1,0,0,Low
DC03667,2024-01-10,Ahmedabad,Rural/Outskirts,Cannabis,Possession,28.34,43,Male,0,0,0,Low
DC04309,2024-01-10,Ahmedabad,Urban Residential,Cannabis,Possession,19.73,28,Male,1,0,0,Low
DC03840,2024-01-10,Kolkata,Urban Residential,Heroin,Possession,27.75,14,Male,0,0,0,Low
DC04851,2024-01-10,Lucknow,Industrial Area,Cocaine,Possession,2.65,30,Male,1,0,0,Low
DC04578,2024-01-11,Mumbai,Educational Zone,MDMA,Possession,11.99,24,Male,1,0,1,Low
DC00181,2024-01-11,Delhi,Commercial Zone,Heroin,Possession,3.61,21,Male,2,1,0,Low
DC04058,2024-01-11,Chennai,Commercial Zone,Heroin,Distribution,22.29,40,Male,0,0,1,Low
DC01333,2024-01-12,Mumbai,Educational Zone,Cocaine,Distribution,29.2,50,Male,0,0,0,Low
DC02570,2024-01-12,Lucknow,Urban Residential,Cannabis,Possession,6.92,58,Male,2,1,0,Low
DC03035,2024-01-13,Delhi,Urban Residential,Prescription Drugs,Possession,5.29,45,Male,2,1,0,Low
DC00800,2024-01-13,Jaipur,Rural/Outskirts,Prescription Drugs,Possession,7.39,33,Female,2,1,0,Low
DC01191,2024-01-13,Chennai,Urban Residential,Cocaine,Possession,15.82,37,Male,0,0,0,Low
DC04866,2024-01-13,Kolkata,Urban Residential,Cocaine,Possession,27.04,19,Male,2,1,1,Low
DC02466,2024-01-13,Mumbai,Urban Residential,Cocaine,Public Consumption,38.52,18,Male,1,0,1,Low
DC04023,2024-01-13,Kolkata,Industrial Area,Cannabis,Distribution,48.42,38,Male,1,0,1,Medium
DC02590,2024-01-13,Kolkata,Commercial Zone,Heroin,Possession,5.07,20,Female,1,0,0,Low
DC03199,2024-01-13,Mumbai,Nightlife District,Cocaine,Possession,37.12,26,Male,1,0,0,Low
DC01991,2024-01-14,Pune,Urban Residential,MDMA,Distribution,6.58,38,Male,3,1,1,Medium
DC00497,2024-01-15,Hyderabad,Commercial Zone,Cannabis,Possession,40.91,16,Male,0,0,0,Low
DC02847,2024-01-16,Pune,Educational Zone,Cocaine,Trafficking,113.73,34,Male,2,1,0,High
DC04089,2024-01-16,Ahmedabad,Nightlife District,Cannabis,Distribution,22.21,32,Male,1,0,0,Medium
DC00348,2024-01-16,Chennai,Urban Residential,Methamphetamine,Possession,26.22,34,Male,2,1,0,Low
DC03322,2024-01-16,Chennai,Rural/Outskirts,Cannabis,Trafficking,138.85,30,Female,2,1,1,High
DC01751,2024-01-16,Hyderabad,Commercial Zone,Other Synthetic,Public Consumption,0.72,35,Female,2,1,1,Low
DC04011,2024-01-16,Chennai,Nightlife District,Cannabis,Trafficking,60.62,28,Female,1,0,1,Medium
DC03089,2024-01-17,Hyderabad,Commercial Zone,Cocaine,Public Consumption,17.86,23,Male,0,0,0,Low
DC03861,2024-01-17,Ahmedabad,Urban Residential,Cannabis,Possession,8.68,36,Male,1,0,1,Low
DC03253,2024-01-17,Hyderabad,Educational Zone,Heroin,Public Consumption,5.74,21,Male,0,0,0,Low
DC00907,2024-01-17,Ahmedabad,Rural/Outskirts,Cannabis,Public Consumption,31.43,17,Male,1,0,1,Low
DC03744,2024-01-17,Chennai,Commercial Zone,Cannabis,Possession,10.08,30,Male,1,0,1,Low
DC04426,2024-01-17,Delhi,Commercial Zone,Prescription Drugs,Possession,17.8,27,Male,1,0,0,Low
DC01898,2024-01-18,Mumbai,Nightlife District,Methamphetamine,Possession,31.2,33,Male,2,1,0,Low
DC01005,2024-01-19,Ahmedabad,Urban Residential,Heroin,Possession,10.01,20,Male,0,0,0,Low
DC01858,2024-01-19,Bengaluru,Urban Residential,Cannabis,Possession,5.42,35,Male,2,1,1,Low
DC02335,2024-01-19,Mumbai,Rural/Outskirts,Cocaine,Possession,19.56,25,Female,2,1,0,Low
DC00764,2024-01-20,Pune,Industrial Area,Heroin,Public Consumption,1.97,35,Male,0,0,1,Low
DC04597,2024-01-21,Pune,Commercial Zone,Prescription Drugs,Public Consumption,24.41,32,Male,1,0,1,Low
DC02302,2024-01-21,Hyderabad,Nightlife District,Cannabis,Distribution,1.05,35,Male,1,0,1,Low
DC02032,2024-01-22,Hyderabad,Nightlife District,Cannabis,Possession,5.67,26,Male,1,0,0,Low
DC00091,2024-01-22,Mumbai,Nightlife District,Heroin,Distribution,36.33,26,Male,1,0,0,Medium
DC01831,2024-01-22,Lucknow,Nightlife District,Heroin,Possession,7.25,30,Male,0,0,1,Low
DC02677,2024-01-23,Delhi,Urban Residential,Prescription Drugs,Possession,45.35,32,Male,0,0,1,Low
DC01291,2024-01-23,Delhi,Nightlife District,Heroin,Distribution,7.58,33,Female,2,1,0,Medium
DC01700,2024-01-23,Hyderabad,Commercial Zone,Methamphetamine,Public Consumption,9.65,33,Female,1,0,1,Low
DC04563,2024-01-23,Jaipur,Urban Residential,Methamphetamine,Possession,1.83,29,Male,2,1,0,Low
DC00397,2024-01-24,Ahmedabad,Urban Residential,Cannabis,Possession,101.28,31,Female,0,0,0,Low
DC01139,2024-01-24,Bengaluru,Rural/Outskirts,Prescription Drugs,Public Consumption,9.16,39,Female,1,0,1,Low
DC03082,2024-01-24,Jaipur,Commercial Zone,Prescription Drugs,Possession,6.26,38,Male,1,0,1,Low
DC01784,2024-01-24,Kolkata,Urban Residential,Cocaine,Public Consumption,20.71,34,Female,2,1,1,Low
DC01381,2024-01-25,Mumbai,Industrial Area,Methamphetamine,Public Consumption,5.24,25,Male,1,0,0,Low
DC01101,2024-01-25,Chennai,Nightlife District,Cannabis,Public Consumption,4.64,28,Female,0,0,0,Low
DC04875,2024-01-25,Delhi,Urban Residential,Cannabis,Possession,37.14,40,Male,2,1,0,Low
DC00283,2024-01-26,Delhi,Urban Residential,Cannabis,Trafficking,86.55,14,Male,1,0,1,High
DC00129,2024-01-26,Chennai,Industrial Area,Cannabis,Public Consumption,21.95,42,Male,4,1,0,Medium
DC02077,2024-01-26,Mumbai,Urban Residential,Prescription Drugs,Possession,5.33,14,Male,2,1,1,Low
DC04239,2024-01-26,Kolkata,Urban Residential,Cannabis,Distribution,19.39,21,Female,1,0,1,Medium
DC03794,2024-01-27,Pune,Urban Residential,Cocaine,Public Consumption,33.55,38,Male,1,0,1,Low
DC04190,2024-01-27,Kolkata,Nightlife District,Cannabis,Possession,23.87,19,Male,0,0,1,Low
DC01532,2024-01-27,Hyderabad,Industrial Area,MDMA,Possession,0.5,24,Male,3,1,0,Low
DC04991,2024-01-27,Lucknow,Urban Residential,Cannabis,Distribution,29.52,19,Male,1,0,0,Medium
DC02562,2024-01-27,Kolkata,Urban Residential,Methamphetamine,Public Consumption,14.1,38,Male,3,1,0,Medium
DC01739,2024-01-28,Delhi,Industrial Area,Methamphetamine,Distribution,35.53,21,Male,0,0,0,Low
DC00538,2024-01-28,Delhi,Urban Residential,Methamphetamine,Distribution,56.44,22,Male,1,0,0,Medium
DC04408,2024-01-28,Mumbai,Urban Residential,MDMA,Public Consumption,1.51,23,Female,0,0,0,Low
DC02666,2024-01-29,Delhi,Commercial Zone,Methamphetamine,Public Consumption,0.5,20,Male,2,1,0,Low
DC01338,2024-01-29,Kolkata,Urban Residential,Cannabis,Public Consumption,25.42,19,Male,0,0,0,Low
DC04140,2024-01-29,Hyderabad,Industrial Area,Prescription Drugs,Distribution,34.41,29,Male,1,0,1,Medium
DC00241,2024-01-30,Lucknow,Industrial Area,Cannabis,Possession,68.69,14,Male,1,0,0,Low
DC04361,2024-01-31,Chennai,Urban Residential,Cocaine,Possession,23.65,21,Male,2,1,1,Low
DC01024,2024-01-31,Lucknow,Rural/Outskirts,MDMA,Public Consumption,1.41,19,Male,2,1,0,Low
DC03214,2024-01-31,Kolkata,Nightlife District,Cannabis,Possession,33.06,34,Male,0,0,1,Low
DC01398,2024-01-31,Delhi,Industrial Area,Cannabis,Manufacturing,201.0,22,Male,2,1,1,High
DC04352,2024-02-01,Hyderabad,Urban Residential,Heroin,Possession,36.13,23,Male,3,1,1,Medium
DC03973,2024-02-01,Delhi,Commercial Zone,Methamphetamine,Possession,5.27,21,Male,3,1,1,Low
DC04699,2024-02-01,Mumbai,Urban Residential,Other Synthetic,Possession,6.9,34,Male,0,0,1,Low
DC04386,2024-02-01,Hyderabad,Commercial Zone,Heroin,Public Consumption,12.83,16,Male,1,0,1,Low
DC04236,2024-02-01,Delhi,Educational Zone,Cannabis,Possession,26.6,14,Male,2,1,0,Low
DC00539,2024-02-02,Bengaluru,Educational Zone,Cannabis,Distribution,22.08,24,Male,3,1,0,Medium
DC04377,2024-02-02,Delhi,Urban Residential,Other Synthetic,Public Consumption,4.21,33,Male,1,0,0,Low
DC04614,2024-02-02,Mumbai,Commercial Zone,Heroin,Public Consumption,1.27,19,Male,1,0,0,Low
DC02912,2024-02-02,Chennai,Urban Residential,Cocaine,Possession,19.58,20,Female,0,0,1,Low
DC01839,2024-02-02,Jaipur,Nightlife District,Cannabis,Possession,0.5,28,Male,2,1,1,Low
DC01002,2024-02-02,Hyderabad,Urban Residential,Cannabis,Distribution,6.23,37,Male,2,1,1,Medium
DC02814,2024-02-02,Mumbai,Educational Zone,Heroin,Possession,1.25,32,Male,2,1,0,Low
DC01879,2024-02-03,Delhi,Industrial Area,Cannabis,Possession,17.04,21,Male,3,1,0,Low
DC04622,2024-02-04,Pune,Nightlife District,Cannabis,Possession,78.49,14,Male,1,0,0,Low
DC02522,2024-02-04,Mumbai,Rural/Outskirts,Other Synthetic,Possession,7.0,45,Male,3,1,0,Low
DC03462,2024-02-05,Mumbai,Urban Residential,Prescription Drugs,Possession,21.57,42,Male,2,1,0,Low
DC04625,2024-02-05,Lucknow,Urban Residential,Cannabis,Distribution,99.8,30,Male,1,0,0,Medium
DC03446,2024-02-05,Kolkata,Urban Residential,Prescription Drugs,Possession,33.09,24,Male,0,0,0,Low
DC01606,2024-02-06,Bengaluru,Urban Residential,Cannabis,Possession,144.05,27,Male,1,0,1,Medium
DC00307,2024-02-07,Bengaluru,Industrial Area,MDMA,Public Consumption,18.26,21,Male,1,0,1,Low
DC01614,2024-02-07,Delhi,Nightlife District,Cannabis,Possession,25.24,21,Male,2,1,0,Low
DC02786,2024-02-07,Mumbai,Urban Residential,Cannabis,Public Consumption,19.71,27,Male,0,0,1,Low
DC04886,2024-02-07,Jaipur,Commercial Zone,Cocaine,Distribution,5.02,14,Male,0,0,0,Low
DC01209,2024-02-07,Delhi,Urban Residential,Cannabis,Possession,8.45,26,Male,0,0,0,Low
DC03788,2024-02-07,Bengaluru,Urban Residential,Methamphetamine,Public Consumption,19.48,38,Male,2,1,0,Low
DC03994,2024-02-08,Chennai,Urban Residential,Cannabis,Trafficking,99.65,27,Male,1,0,1,High
DC02408,2024-02-08,Mumbai,Urban Residential,Cocaine,Public Consumption,25.86,38,Male,2,1,1,Low
DC03836,2024-02-08,Delhi,Commercial Zone,Other Synthetic,Distribution,1.06,27,Female,0,0,1,Low
DC02576,2024-02-08,Kolkata,Educational Zone,Cannabis,Distribution,15.74,29,Female,0,0,0,Low
DC01593,2024-02-08,Mumbai,Educational Zone,Cannabis,Possession,32.44,32,Male,2,1,0,Low
DC03440,2024-02-09,Lucknow,Rural/Outskirts,Cocaine,Public Consumption,41.08,22,Male,2,1,1,Low
DC01837,2024-02-09,Mumbai,Urban Residential,Cannabis,Trafficking,75.56,18,Male,2,1,1,High
DC01382,2024-02-09,Delhi,Nightlife District,Heroin,Distribution,5.81,14,Male,2,1,1,Medium
DC01713,2024-02-09,Pune,Urban Residential,Other Synthetic,Possession,2.77,34,Female,1,0,0,Low
DC00710,2024-02-09,Kolkata,Industrial Area,MDMA,Public Consumption,6.87,33,Male,0,0,0,Low
DC03166,2024-02-09,Bengaluru,Nightlife District,Methamphetamine,Possession,29.73,43,Male,0,0,1,Low
DC04417,2024-02-10,Bengaluru,Urban Residential,Prescription Drugs,Public Consumption,20.18,37,Male,1,0,1,Low
DC00827,2024-02-11,Delhi,Nightlife District,Cannabis,Public Consumption,1.43,24,Male,0,0,0,Low
DC04307,2024-02-11,Bengaluru,Commercial Zone,Prescription Drugs,Distribution,50.95,30,Male,2,1,1,Medium
DC00336,2024-02-11,Chennai,Commercial Zone,Heroin,Possession,23.91,35,Male,1,0,1,Low
DC03600,2024-02-11,Kolkata,Commercial Zone,Prescription Drugs,Distribution,47.67,25,Male,3,1,0,Medium
DC01467,2024-02-12,Lucknow,Rural/Outskirts,Heroin,Public Consumption,9.51,30,Female,0,0,1,Low
DC01252,2024-02-12,Bengaluru,Rural/Outskirts,Prescription Drugs,Possession,14.18,14,Male,2,1,1,Low
DC03102,2024-02-13,Pune,Urban Residential,MDMA,Public Consumption,12.05,14,Male,3,1,1,Medium
DC01310,2024-02-13,Ahmedabad,Urban Residential,MDMA,Possession,0.5,28,Male,0,0,1,Low
DC00069,2024-02-13,Chennai,Nightlife District,Prescription Drugs,Public Consumption,31.36,33,Male,1,0,0,Low
DC04604,2024-02-14,Delhi,Urban Residential,Cannabis,Public Consumption,49.75,14,Male,1,0,0,Low
DC03587,2024-02-14,Bengaluru,Commercial Zone,Cannabis,Trafficking,160.33,14,Male,1,0,1,High
DC01801,2024-02-14,Lucknow,Industrial Area,Cannabis,Possession,27.4,35,Female,0,0,0,Low
DC04586,2024-02-14,Lucknow,Rural/Outskirts,Methamphetamine,Possession,30.67,36,Male,2,1,0,Low
DC01868,2024-02-15,Mumbai,Commercial Zone,Cocaine,Possession,29.83,23,Male,0,0,0,Low
DC03910,2024-02-15,Delhi,Nightlife District,Cannabis,Public Consumption,27.48,25,Male,3,1,1,Medium
DC00916,2024-02-15,Bengaluru,Nightlife District,Cannabis,Possession,0.5,25,Male,5,1,0,Medium
DC00866,2024-02-16,Hyderabad,Urban Residential,Cannabis,Possession,3.07,14,Male,1,0,1,Low
